Title,Authors,Year,PDF Link
"Fast, Provably convergent IRLS Algorithm for p-norm Linear Regression","Deeksha Adil, Richard Peng, Sushant Sachdeva","2019","https://papers.nips.cc/paper_files/paper/2019/file/46c7cb50b373877fb2f8d5c4517bb969-Paper.pdf"
"A Model to Search for Synthesizable Molecules","John Bradshaw, Brooks Paige, Matt J. Kusner, Marwin Segler, José Miguel Hernández-Lobato","2019","https://papers.nips.cc/paper_files/paper/2019/file/46d0671dd4117ea366031f87f3aa0093-Paper.pdf"
"Empirically Measuring Concentration: Fundamental Limits on Intrinsic Robustness","Saeed Mahloujifar, Xiao Zhang, Mohammad Mahmoody, David Evans","2019","https://papers.nips.cc/paper_files/paper/2019/file/46f76a4bda9a9579eab38a8f6eabcda1-Paper.pdf"
"Drill-down: Interactive Retrieval of Complex Scenes using Natural Language Queries","Fuwen Tan, Paola Cascante-Bonilla, Xiaoxiao Guo, Hui Wu, Song Feng, Vicente Ordonez","2019","https://papers.nips.cc/paper_files/paper/2019/file/471c75ee6643a10934502bdafee198fb-Paper.pdf"
"Provably Efficient Q-Learning with Low Switching Cost","Yu Bai, Tengyang Xie, Nan Jiang, Yu-Xiang Wang","2019","https://papers.nips.cc/paper_files/paper/2019/file/473803f0f2ebd77d83ee60daaa61f381-Paper.pdf"
"Fast and Accurate Least-Mean-Squares Solvers","Alaa Maalouf, Ibrahim Jubran, Dan Feldman","2019","https://papers.nips.cc/paper_files/paper/2019/file/475fbefa9ebfba9233364533aafd02a3-Paper.pdf"
"Graph Agreement Models for Semi-Supervised Learning","Otilia Stretcu, Krishnamurthy Viswanathan, Dana Movshovitz-Attias, Emmanouil Platanios, Sujith Ravi, Andrew Tomkins","2019","https://papers.nips.cc/paper_files/paper/2019/file/4772c1b987f1f6d8c9d4ef0f3b764f7a-Paper.pdf"
"Generalization in Generative Adversarial Networks: A Novel Perspective from Privacy Protection","Bingzhe Wu, Shiwan Zhao, Chaochao Chen, Haoyang Xu, Li Wang, Xiaolu Zhang, Guangyu Sun, Jun Zhou","2019","https://papers.nips.cc/paper_files/paper/2019/file/47d1e990583c9c67424d369f3414728e-Paper.pdf"
"Large Scale Structure of Neural Network Loss Landscapes","Stanislav Fort, Stanislaw Jastrzebski","2019","https://papers.nips.cc/paper_files/paper/2019/file/48042b1dae4950fef2bd2aafa0b971a1-Paper.pdf"
"Model Similarity Mitigates Test Set Overuse","Horia Mania, John Miller, Ludwig Schmidt, Moritz Hardt, Benjamin Recht","2019","https://papers.nips.cc/paper_files/paper/2019/file/48237d9f2dea8c74c2a72126cf63d933-Paper.pdf"
"Explicit Planning for Efficient Exploration in Reinforcement Learning","Liangpeng Zhang, Ke Tang, Xin Yao","2019","https://papers.nips.cc/paper_files/paper/2019/file/486c825db2f776da72d0b7a791f45b8f-Paper.pdf"
"vGraph: A Generative Model for Joint Community Detection and Node Representation Learning","Fan-Yun Sun, Meng Qu, Jordan Hoffmann, Chin-Wei Huang, Jian Tang","2019","https://papers.nips.cc/paper_files/paper/2019/file/48aedb8880cab8c45637abc7493ecddd-Paper.pdf"
"Can Unconditional Language Models Recover Arbitrary Sentences?","Nishant Subramani, Samuel Bowman, Kyunghyun Cho","2019","https://papers.nips.cc/paper_files/paper/2019/file/48c8c3963853fff20bd9e8bee9bd4c07-Paper.pdf"
"A Kernel Loss for Solving the Bellman Equation","Yihao Feng, Lihong Li, Qiang Liu","2019","https://papers.nips.cc/paper_files/paper/2019/file/48e59000d7dfcf6c1d96ce4a603ed738-Paper.pdf"
"Covariate-Powered Empirical Bayes Estimation","Nikolaos Ignatiadis, Stefan Wager","2019","https://papers.nips.cc/paper_files/paper/2019/file/48f7d3043bc03e6c48a6f0ebc0f258a8-Paper.pdf"
"Tight Sample Complexity of Learning One-hidden-layer Convolutional Neural Networks","Yuan Cao, Quanquan Gu","2019","https://papers.nips.cc/paper_files/paper/2019/file/48fbab00052197bc8bd943498b89dd71-Paper.pdf"
"Non-asymptotic Analysis of Stochastic Methods for Non-Smooth Non-Convex Regularized Problems","Yi Xu, Rong Jin, Tianbao Yang","2019","https://papers.nips.cc/paper_files/paper/2019/file/490640b43519c77281cb2f8471e61a71-Paper.pdf"
"AGEM: Solving Linear Inverse Problems via Deep Priors and Sampling","Bichuan Guo, Yuxing Han, Jiangtao Wen","2019","https://papers.nips.cc/paper_files/paper/2019/file/49182f81e6a13cf5eaa496d51fea6406-Paper.pdf"
"Devign: Effective Vulnerability Identification by Learning Comprehensive Program Semantics via Graph Neural Networks","Yaqin Zhou, Shangqing Liu, Jingkai Siow, Xiaoning Du, Yang Liu","2019","https://papers.nips.cc/paper_files/paper/2019/file/49265d2447bc3bbfe9e76306ce40a31f-Paper.pdf"
"Probabilistic Watershed: Sampling all spanning forests for seeded segmentation and semi-supervised learning","Enrique Fita Sanmartin, Sebastian Damrich, Fred A. Hamprecht","2019","https://papers.nips.cc/paper_files/paper/2019/file/49af6c4e558a7569d80eee2e035e2bd7-Paper.pdf"
"Learning Robust Options by Conditional Value at Risk Optimization","Takuya Hiraoka, Takahisa Imagawa, Tatsuya Mori, Takashi Onishi, Yoshimasa Tsuruoka","2019","https://papers.nips.cc/paper_files/paper/2019/file/49b8b4f95f02e055801da3b4f58e28b7-Paper.pdf"
"A Generic Acceleration Framework for Stochastic Composite Optimization","Andrei Kulunchakov, Julien Mairal","2019","https://papers.nips.cc/paper_files/paper/2019/file/4a1c2f4dcf2bf76b6b278ae40875d536-Paper.pdf"
"A Generalized Algorithm for Multi-Objective Reinforcement Learning and Policy Adaptation","Runzhe Yang, Xingyuan Sun, Karthik Narasimhan","2019","https://papers.nips.cc/paper_files/paper/2019/file/4a46fbfca3f1465a27b210f4bdfe6ab3-Paper.pdf"
"Communication trade-offs for Local-SGD with large step size","Aymeric Dieuleveut, Kumar Kshitij Patel","2019","https://papers.nips.cc/paper_files/paper/2019/file/4aadd661908b181d059a117f02fbc9ec-Paper.pdf"
"Towards modular and programmable architecture search","Renato Negrinho, Matthew Gormley, Geoffrey J. Gordon, Darshan Patil, Nghia Le, Daniel Ferreira","2019","https://papers.nips.cc/paper_files/paper/2019/file/4ab50afd6dcc95fcba76d0fe04295632-Paper.pdf"
"Large-scale optimal transport map estimation using projection pursuit","Cheng Meng, Yuan Ke, Jingyi Zhang, Mengrui Zhang, Wenxuan Zhong, Ping Ma","2019","https://papers.nips.cc/paper_files/paper/2019/file/4bbbe6cb5982b9110413c40f3cce680b-Paper.pdf"
"Understanding Attention and Generalization in Graph Neural Networks","Boris Knyazev, Graham W. Taylor, Mohamed Amer","2019","https://papers.nips.cc/paper_files/paper/2019/file/4c5bcfec8584af0d967f1ab10179ca4b-Paper.pdf"
"Superposition of many models into one","Brian Cheung, Alexander Terekhov, Yubei Chen, Pulkit Agrawal, Bruno Olshausen","2019","https://papers.nips.cc/paper_files/paper/2019/file/4c7a167bb329bd92580a99ce422d6fa6-Paper.pdf"
"A Prior of a Googol Gaussians: a Tensor Ring Induced Prior for Generative Models","Maxim Kuznetsov, Daniil Polykovskiy, Dmitry P. Vetrov, Alex Zhebrak","2019","https://papers.nips.cc/paper_files/paper/2019/file/4cb811134b9d39fc3104bd06ce75abad-Paper.pdf"
"Beating SGD Saturation with Tail-Averaging and Minibatching","Nicole Muecke, Gergely Neu, Lorenzo Rosasco","2019","https://papers.nips.cc/paper_files/paper/2019/file/4d0b954f0bef437c29dfa73fafdf3fa5-Paper.pdf"
"Extending Stein's unbiased risk estimator to train deep denoisers with correlated pairs of noisy images","Magauiya Zhussip, Shakarim Soltanayev, Se Young Chun","2019","https://papers.nips.cc/paper_files/paper/2019/file/4d5b995358e7798bc7e9d9db83c612a5-Paper.pdf"
"Preference-Based Batch and Sequential Teaching: Towards a Unified View of Models","Farnam Mansouri, Yuxin Chen, Ara Vartanian, Jerry Zhu, Adish Singla","2019","https://papers.nips.cc/paper_files/paper/2019/file/4dc3ed26a29c9c3df3ec373524377a5b-Paper.pdf"
"Value Function in Frequency Domain and the Characteristic Value Iteration Algorithm","Amir-massoud Farahmand","2019","https://papers.nips.cc/paper_files/paper/2019/file/4e38d30e656da5ae9d3a425109ce9e04-Paper.pdf"
"Communication-Efficient Distributed Learning via Lazily Aggregated Quantized Gradients","Jun Sun, Tianyi Chen, Georgios Giannakis, Zaiyue Yang","2019","https://papers.nips.cc/paper_files/paper/2019/file/4e87337f366f72daa424dae11df0538c-Paper.pdf"
"Twin Auxilary Classifiers GAN","Mingming Gong, Yanwu Xu, Chunyuan Li, Kun Zhang, Kayhan Batmanghelich","2019","https://papers.nips.cc/paper_files/paper/2019/file/4ea06fbc83cdd0a06020c35d50e1e89a-Paper.pdf"
"Online Prediction of Switching Graph Labelings with Cluster Specialists","Mark Herbster, James Robinson","2019","https://papers.nips.cc/paper_files/paper/2019/file/4ecb679fd35dcfd0f0894c399590be1a-Paper.pdf"
"AutoPrune: Automatic Network Pruning by Regularizing Auxiliary Parameters","XIA XIAO, Zigeng Wang, Sanguthevar Rajasekaran","2019","https://papers.nips.cc/paper_files/paper/2019/file/4efc9e02abdab6b6166251918570a307-Paper.pdf"
"Understanding the Role of Momentum in Stochastic Gradient Methods","Igor Gitman, Hunter Lang, Pengchuan Zhang, Lin Xiao","2019","https://papers.nips.cc/paper_files/paper/2019/file/4eff0720836a198b6174eecf02cbfdbf-Paper.pdf"
"DAC: The Double Actor-Critic Architecture for Learning Options","Shangtong Zhang, Shimon Whiteson","2019","https://papers.nips.cc/paper_files/paper/2019/file/4f284803bd0966cc24fa8683a34afc6e-Paper.pdf"
"Safe Exploration for Interactive Machine Learning","Matteo Turchetta, Felix Berkenkamp, Andreas Krause","2019","https://papers.nips.cc/paper_files/paper/2019/file/4f398cb9d6bc79ae567298335b51ba8a-Paper.pdf"
"Depth-First Proof-Number Search with Heuristic Edge Cost and Application to Chemical Synthesis Planning","Akihiro Kishimoto, Beat Buesser, Bei Chen, Adi Botea","2019","https://papers.nips.cc/paper_files/paper/2019/file/4fc28b7093b135c21c7183ac07e928a6-Paper.pdf"
"Learning from Label Proportions with Generative Adversarial Networks","Jiabin Liu, Bo Wang, Zhiquan Qi, YingJie Tian, Yong Shi","2019","https://papers.nips.cc/paper_files/paper/2019/file/4fc848051e4459b8a6afeb210c3664ec-Paper.pdf"
"Sparse High-Dimensional Isotonic Regression","David Gamarnik, Julia Gaudio","2019","https://papers.nips.cc/paper_files/paper/2019/file/4fd5aadb85a00525415e3733cb96ed68-Paper.pdf"
"Neuropathic Pain Diagnosis Simulator for Causal Discovery Algorithm Evaluation","Ruibo Tu, Kun Zhang, Bo Bertilson, Hedvig Kjellstrom, Cheng Zhang","2019","https://papers.nips.cc/paper_files/paper/2019/file/4fdaa19b1f22a4d926fce9bfc7c61fa5-Paper.pdf"
"Budgeted Reinforcement Learning in Continuous State Space","Nicolas Carrara, Edouard Leurent, Romain Laroche, Tanguy Urvoy, Odalric-Ambrym Maillard, Olivier Pietquin","2019","https://papers.nips.cc/paper_files/paper/2019/file/4fe5149039b52765bde64beb9f674940-Paper.pdf"
"Parameter elimination in particle Gibbs sampling","Anna Wigren, Riccardo Sven Risuleo, Lawrence Murray, Fredrik Lindsten","2019","https://papers.nips.cc/paper_files/paper/2019/file/4ff3e350028d0cfcb92c3a87a57585b1-Paper.pdf"
"Towards Optimal Off-Policy Evaluation for Reinforcement Learning with Marginalized Importance Sampling","Tengyang Xie, Yifei Ma, Yu-Xiang Wang","2019","https://papers.nips.cc/paper_files/paper/2019/file/4ffb0d2ba92f664c2281970110a2e071-Paper.pdf"
"Understanding Sparse JL for Feature Hashing","Meena Jagadeesan","2019","https://papers.nips.cc/paper_files/paper/2019/file/502cc2c94be1a7c4ca7ef25b8b50bc04-Paper.pdf"
"Planning in entropy-regularized Markov decision processes and games","Jean-Bastien Grill, Omar Darwiche Domingues, Pierre Menard, Remi Munos, Michal Valko","2019","https://papers.nips.cc/paper_files/paper/2019/file/50982fb2f2cfa186d335310461dfa2be-Paper.pdf"
"Dynamic Local Regret for Non-convex Online Forecasting","Sergul Aydore, Tianhao Zhu, Dean P. Foster","2019","https://papers.nips.cc/paper_files/paper/2019/file/50a074e6a8da4662ae0a29edde722179-Paper.pdf"
"NAOMI: Non-Autoregressive Multiresolution Sequence Imputation","Yukai Liu, Rose Yu, Stephan Zheng, Eric Zhan, Yisong Yue","2019","https://papers.nips.cc/paper_files/paper/2019/file/50c1f44e426560f3f2cdcb3e19e39903-Paper.pdf"
"Write, Execute, Assess: Program Synthesis with a REPL","Kevin Ellis, Maxwell Nye, Yewen Pu, Felix Sosa, Josh Tenenbaum, Armando Solar-Lezama","2019","https://papers.nips.cc/paper_files/paper/2019/file/50d2d2262762648589b1943078712aa6-Paper.pdf"
"Conformalized Quantile Regression","Yaniv Romano, Evan Patterson, Emmanuel Candes","2019","https://papers.nips.cc/paper_files/paper/2019/file/5103c3584b063c431bd1268e9b5e76fb-Paper.pdf"
"Multiagent Evaluation under Incomplete Information","Mark Rowland, Shayegan Omidshafiei, Karl Tuyls, Julien Perolat, Michal Valko, Georgios Piliouras, Remi Munos","2019","https://papers.nips.cc/paper_files/paper/2019/file/510f2318f324cf07fce24c3a4b89c771-Paper.pdf"
"SpiderBoost and Momentum: Faster Variance Reduction Algorithms","Zhe Wang, Kaiyi Ji, Yi Zhou, Yingbin Liang, Vahid Tarokh","2019","https://papers.nips.cc/paper_files/paper/2019/file/512c5cad6c37edb98ae91c8a76c3a291-Paper.pdf"
"Mixtape: Breaking the Softmax Bottleneck Efficiently","Zhilin Yang, Thang Luong, Russ R. Salakhutdinov, Quoc V. Le","2019","https://papers.nips.cc/paper_files/paper/2019/file/512fc3c5227f637e41437c999a2d3169-Paper.pdf"
"High-Dimensional Optimization in Adaptive Random Subspaces","Jonathan Lacotte, Mert Pilanci, Marco Pavone","2019","https://papers.nips.cc/paper_files/paper/2019/file/51425b752a0b402ed3effc83fc4bbb74-Paper.pdf"
"Flexible information routing in neural populations through stochastic comodulation","Caroline Haimerl, Cristina Savin, Eero Simoncelli","2019","https://papers.nips.cc/paper_files/paper/2019/file/516b38afeee70474b04881a633728b15-Paper.pdf"
"MarginGAN: Adversarial Training in Semi-Supervised Learning","Jinhao Dong, Tong Lin","2019","https://papers.nips.cc/paper_files/paper/2019/file/517f24c02e620d5a4dac1db388664a63-Paper.pdf"
"Cold Case: The Lost MNIST Digits","Chhavi Yadav, Leon Bottou","2019","https://papers.nips.cc/paper_files/paper/2019/file/51c68dc084cb0b8467eafad1330bce66-Paper.pdf"
"RUBi: Reducing Unimodal Biases for Visual Question Answering","Remi Cadene, Corentin Dancette, Hedi Ben younes, Matthieu Cord, Devi Parikh","2019","https://papers.nips.cc/paper_files/paper/2019/file/51d92be1c60d1db1d2e5e7a07da55b26-Paper.pdf"
"Text-Based Interactive Recommendation via Constraint-Augmented Reinforcement Learning","Ruiyi Zhang, Tong Yu, Yilin Shen, Hongxia Jin, Changyou Chen","2019","https://papers.nips.cc/paper_files/paper/2019/file/52130c418d4f02c74f74a5bc1f8020b2-Paper.pdf"
"Learning to Correlate in Multi-Player General-Sum Sequential Games","Andrea Celli, Alberto Marchesi, Tommaso Bianchi, Nicola Gatti","2019","https://papers.nips.cc/paper_files/paper/2019/file/525b8410cc8612283c9ecaf9a319f8ed-Paper.pdf"
"Learning Sample-Specific Models with Low-Rank Personalized Regression","Ben Lengerich, Bryon Aragam, Eric P. Xing","2019","https://papers.nips.cc/paper_files/paper/2019/file/52d2752b150f9c35ccb6869cbf074e48-Paper.pdf"
"Learning Reward Machines for Partially Observable Reinforcement Learning","Rodrigo Toro Icarte, Ethan Waldie, Toryn Klassen, Rick Valenzano, Margarita Castro, Sheila McIlraith","2019","https://papers.nips.cc/paper_files/paper/2019/file/532435c44bec236b471a47a88d63513d-Paper.pdf"
"Addressing Sample Complexity in Visual Tasks Using HER and Hallucinatory GANs","Himanshu Sahni, Toby Buckley, Pieter Abbeel, Ilya Kuzovkin","2019","https://papers.nips.cc/paper_files/paper/2019/file/532b7cbe070a3579f424988a040752f2-Paper.pdf"
"Bat-G net: Bat-inspired High-Resolution 3D Image Reconstruction using Ultrasonic Echoes","Gunpil Hwang, Seohyeon Kim, Hyeon-Min Bae","2019","https://papers.nips.cc/paper_files/paper/2019/file/5352696a9ca3397beb79f116f3a33991-Paper.pdf"
"Procrastinating with Confidence: Near-Optimal, Anytime, Adaptive Algorithm Configuration","Robert Kleinberg, Kevin Leyton-Brown, Brendan Lucier, Devon Graham","2019","https://papers.nips.cc/paper_files/paper/2019/file/538a50fb36b97123adc3627cbdb223bf-Paper.pdf"
"Unsupervised Scalable Representation Learning for Multivariate Time Series","Jean-Yves Franceschi, Aymeric Dieuleveut, Martin Jaggi","2019","https://papers.nips.cc/paper_files/paper/2019/file/53c6de78244e9f528eb3e1cda69699bb-Paper.pdf"
"Correlated Uncertainty for Learning Dense Correspondences from Noisy Labels","Natalia Neverova, David Novotny, Andrea Vedaldi","2019","https://papers.nips.cc/paper_files/paper/2019/file/53fde96fcc4b4ce72d7739202324cd49-Paper.pdf"
"Total Least Squares Regression in Input Sparsity Time","Huaian Diao, Zhao Song, David Woodruff, Xin Yang","2019","https://papers.nips.cc/paper_files/paper/2019/file/540ae6b0f6ac6e155062f3dd4f0b2b01-Paper.pdf"
"Bayesian Learning of Sum-Product Networks","Martin Trapp, Robert Peharz, Hong Ge, Franz Pernkopf, Zoubin Ghahramani","2019","https://papers.nips.cc/paper_files/paper/2019/file/5421e013565f7f1afa0cfe8ad87a99ab-Paper.pdf"
"DeepUSPS: Deep Robust Unsupervised Saliency Prediction via Self-supervision","Tam Nguyen, Maximilian Dax, Chaithanya Kumar Mummadi, Nhung Ngo, Thi Hoai Phuong Nguyen, Zhongyu Lou, Thomas Brox","2019","https://papers.nips.cc/paper_files/paper/2019/file/54229abfcfa5649e7003b83dd4755294-Paper.pdf"
"Policy Optimization Provably Converges to Nash Equilibria in Zero-Sum Linear Quadratic Games","Kaiqing Zhang, Zhuoran Yang, Tamer Basar","2019","https://papers.nips.cc/paper_files/paper/2019/file/5446f217e9504bc593ad9dcf2ec88dda-Paper.pdf"
"On the Power and Limitations of Random Features for Understanding Neural Networks","Gilad Yehudai, Ohad Shamir","2019","https://papers.nips.cc/paper_files/paper/2019/file/5481b2f34a74e427a2818014b8e103b0-Paper.pdf"
"Real-Time Reinforcement Learning","Simon Ramstedt, Chris Pal","2019","https://papers.nips.cc/paper_files/paper/2019/file/54e36c5ff5f6a1802925ca009f3ebb68-Paper.pdf"
"Discriminative Topic Modeling with Logistic LDA","Iryna Korshunova, Hanchen Xiong, Mateusz Fedoryszak, Lucas Theis","2019","https://papers.nips.cc/paper_files/paper/2019/file/54ebdfbbfe6c31c39aaba9a1ee83860a-Paper.pdf"
"Streaming Bayesian Inference for Crowdsourced Classification","Edoardo Manino, Long Tran-Thanh, Nicholas Jennings","2019","https://papers.nips.cc/paper_files/paper/2019/file/54ee290e80589a2a1225c338a71839f5-Paper.pdf"
"Disentangling Influence: Using disentangled representations to audit model predictions","Charles Marx, Richard Phillips, Sorelle Friedler, Carlos Scheidegger, Suresh Venkatasubramanian","2019","https://papers.nips.cc/paper_files/paper/2019/file/55a988dfb00a914717b3000a3374694c-Paper.pdf"
"Deep Structured Prediction for Facial Landmark Detection","Lisha Chen, Hui Su, Qiang Ji","2019","https://papers.nips.cc/paper_files/paper/2019/file/56352739f59643540a3a6e16985f62c7-Paper.pdf"
"Mutually Regressive Point Processes","Ifigeneia Apostolopoulou, Scott Linderman, Kyle Miller, Artur Dubrawski","2019","https://papers.nips.cc/paper_files/paper/2019/file/564645fbd0332f066cbd9d083ddd077c-Paper.pdf"
"Demystifying Black-box Models with Symbolic Metamodels","Ahmed M. Alaa, Mihaela van der Schaar","2019","https://papers.nips.cc/paper_files/paper/2019/file/567b8f5f423af15818a068235807edc0-Paper.pdf"
"SHE: A Fast and Accurate Deep Neural Network for Encrypted Data","Qian Lou, Lei Jiang","2019","https://papers.nips.cc/paper_files/paper/2019/file/56a3107cad6611c8337ee36d178ca129-Paper.pdf"
"Non-Cooperative Inverse Reinforcement Learning","Xiangyuan Zhang, Kaiqing Zhang, Erik Miehling, Tamer Basar","2019","https://papers.nips.cc/paper_files/paper/2019/file/56bd37d3a2fda0f2f41925019c81011d-Paper.pdf"
"Competitive Gradient Descent","Florian Schaefer, Anima Anandkumar","2019","https://papers.nips.cc/paper_files/paper/2019/file/56c51a39a7c77d8084838cc920585bd0-Paper.pdf"
"Learning in Generalized Linear Contextual Bandits with Stochastic Delays","Zhengyuan Zhou, Renyuan Xu, Jose Blanchet","2019","https://papers.nips.cc/paper_files/paper/2019/file/56cb94cb34617aeadff1e79b53f38354-Paper.pdf"
"Arbicon-Net: Arbitrary Continuous Geometric Transformation Networks for Image Registration","Jianchun Chen, Lingjing Wang, Xiang Li, Yi Fang","2019","https://papers.nips.cc/paper_files/paper/2019/file/56f9f88906aebf4ad985aaec7fa01313-Paper.pdf"
"On the Calibration of Multiclass Classification with Rejection","Chenri Ni, Nontawat Charoenphakdee, Junya Honda, Masashi Sugiyama","2019","https://papers.nips.cc/paper_files/paper/2019/file/571d3a9420bfd9219f65b643d0003bf4-Paper.pdf"
"Point-Voxel CNN for Efficient 3D Deep Learning","Zhijian Liu, Haotian Tang, Yujun Lin, Song Han","2019","https://papers.nips.cc/paper_files/paper/2019/file/5737034557ef5b8c02c0e46513b98f90-Paper.pdf"
"Importance Weighted Hierarchical Variational Inference","Artem Sobolev, Dmitry P. Vetrov","2019","https://papers.nips.cc/paper_files/paper/2019/file/5737c6ec2e0716f3d8a7a5c4e0de0d9a-Paper.pdf"
"Fast Convergence of Belief Propagation to Global Optima: Beyond Correlation Decay","Frederic Koehler","2019","https://papers.nips.cc/paper_files/paper/2019/file/573f7f25b7b1eb79a4ec6ba896debefd-Paper.pdf"
"ZO-AdaMM: Zeroth-Order Adaptive Momentum Method for Black-Box Optimization","Xiangyi Chen, Sijia Liu, Kaidi Xu, Xingguo Li, Xue Lin, Mingyi Hong, David Cox","2019","https://papers.nips.cc/paper_files/paper/2019/file/576d026223582a390cd323bef4bad026-Paper.pdf"
"U-Time: A Fully Convolutional Network for Time Series Segmentation Applied to Sleep Staging","Mathias Perslev, Michael Jensen, Sune Darkner, Poul Jørgen Jennum, Christian Igel","2019","https://papers.nips.cc/paper_files/paper/2019/file/57bafb2c2dfeefba931bb03a835b1fa9-Paper.pdf"
"Meta-Curvature","Eunbyung Park, Junier B. Oliva","2019","https://papers.nips.cc/paper_files/paper/2019/file/57c0531e13f40b91b3b0f1a30b529a1d-Paper.pdf"
"Exploration via Hindsight Goal Generation","Zhizhou Ren, Kefan Dong, Yuan Zhou, Qiang Liu, Jian Peng","2019","https://papers.nips.cc/paper_files/paper/2019/file/57db7d68d5335b52d5153a4e01adaa6b-Paper.pdf"
"VIREL: A Variational Inference Framework for Reinforcement Learning","Matthew Fellows, Anuj Mahajan, Tim G. J. Rudner, Shimon Whiteson","2019","https://papers.nips.cc/paper_files/paper/2019/file/582967e09f1b30ca2539968da0a174fa-Paper.pdf"
"What Can ResNet Learn Efficiently, Going Beyond Kernels?","Zeyuan Allen-Zhu, Yuanzhi Li","2019","https://papers.nips.cc/paper_files/paper/2019/file/5857d68cd9280bc98d079fa912fd6740-Paper.pdf"
"Trajectory of Alternating Direction Method of Multipliers and Adaptive Acceleration","Clarice Poon, Jingwei Liang","2019","https://papers.nips.cc/paper_files/paper/2019/file/587524833eaf98eb779a387e33768c6a-Paper.pdf"
"Reducing Noise in GAN Training with Variance Reduced Extragradient","Tatjana Chavdarova, Gauthier Gidel, François Fleuret, Simon Lacoste-Julien","2019","https://papers.nips.cc/paper_files/paper/2019/file/58a2fc6ed39fd083f55d4182bf88826d-Paper.pdf"
"Focused Quantization for Sparse CNNs","Yiren Zhao, Xitong Gao, Daniel Bates, Robert Mullins, Cheng-Zhong Xu","2019","https://papers.nips.cc/paper_files/paper/2019/file/58aaee7ae94b52697ad3b9275d46ec7f-Paper.pdf"
"Submodular Function Minimization with Noisy Evaluation Oracle","Shinji Ito","2019","https://papers.nips.cc/paper_files/paper/2019/file/58d2d622ed4026cae2e56dffc5818a11-Paper.pdf"
"Knowledge Extraction with No Observable Data","Jaemin Yoo, Minyong Cho, Taebum Kim, U Kang","2019","https://papers.nips.cc/paper_files/paper/2019/file/596f713f9a7376fe90a62abaaedecc2d-Paper.pdf"
"Global Guarantees for Blind Demodulation with Generative Priors","Paul Hand, Babhru Joshi","2019","https://papers.nips.cc/paper_files/paper/2019/file/598a90004bace6540f0e2230bdc47c09-Paper.pdf"
"Neural Jump Stochastic Differential Equations","Junteng Jia, Austin R. Benson","2019","https://papers.nips.cc/paper_files/paper/2019/file/59b1deff341edb0b76ace57820cef237-Paper.pdf"
"Intrinsically Efficient, Stable, and Bounded Off-Policy Evaluation for Reinforcement Learning","Nathan Kallus, Masatoshi Uehara","2019","https://papers.nips.cc/paper_files/paper/2019/file/59bcda7c438bad7d2afffe9e2fed00be-Paper.pdf"
"Learning about an exponential amount of conditional distributions","Mohamed Belghazi, Maxime Oquab, David Lopez-Paz","2019","https://papers.nips.cc/paper_files/paper/2019/file/5a0c828364dbf6dd406139dab7b25398-Paper.pdf"
"Multi-mapping Image-to-Image Translation via Learning Disentanglement","Xiaoming Yu, Yuanqi Chen, Shan Liu, Thomas Li, Ge Li","2019","https://papers.nips.cc/paper_files/paper/2019/file/5a142a55461d5fef016acfb927fee0bd-Paper.pdf"
"Computational Mirrors: Blind Inverse Light Transport by Deep Matrix Factorization","Miika Aittala, Prafull Sharma, Lukas Murmann, Adam Yedidia, Gregory Wornell, Bill Freeman, Fredo Durand","2019","https://papers.nips.cc/paper_files/paper/2019/file/5a2afca61e35f45a7dd44ca46e0225f4-Paper.pdf"
"Explicitly disentangling image content from translation and rotation with spatial-VAE","Tristan Bepler, Ellen Zhong, Kotaro Kelley, Edward Brignole, Bonnie Berger","2019","https://papers.nips.cc/paper_files/paper/2019/file/5a38a1eb24d99699159da10e71c45577-Paper.pdf"
"Imitation-Projected Programmatic Reinforcement Learning","Abhinav Verma, Hoang Le, Yisong Yue, Swarat Chaudhuri","2019","https://papers.nips.cc/paper_files/paper/2019/file/5a44a53b7d26bb1e54c05222f186dcfb-Paper.pdf"
"The Convergence Rate of Neural Networks for Learned Functions of Different Frequencies","Basri Ronen, David Jacobs, Yoni Kasten, Shira Kritchman","2019","https://papers.nips.cc/paper_files/paper/2019/file/5ac8bb8a7d745102a978c5f8ccdb61b8-Paper.pdf"
"Statistical bounds for entropic optimal transport: sample complexity and the central limit theorem","Gonzalo Mena, Jonathan Niles-Weed","2019","https://papers.nips.cc/paper_files/paper/2019/file/5acdc9ca5d99ae66afdfe1eea0e3b26b-Paper.pdf"
"A Game Theoretic Approach to Class-wise Selective Rationalization","Shiyu Chang, Yang Zhang, Mo Yu, Tommi Jaakkola","2019","https://papers.nips.cc/paper_files/paper/2019/file/5ad742cd15633b26fdce1b80f7b39f7c-Paper.pdf"
"Scalable Bayesian dynamic covariance modeling with variational Wishart and inverse Wishart processes","Creighton Heaukulani, Mark van der Wilk","2019","https://papers.nips.cc/paper_files/paper/2019/file/5b168fdba5ee5ea262cc2d4c0b457697-Paper.pdf"
"Variational Bayesian Decision-making for Continuous Utilities","Tomasz Kuśmierczyk, Joseph Sakaya, Arto Klami","2019","https://papers.nips.cc/paper_files/paper/2019/file/5b4a2146246bc3a3a941f32225bbb792-Paper.pdf"
"Optimal Sparsity-Sensitive Bounds for Distributed Mean Estimation","zengfeng Huang, Ziyue Huang, Yilei WANG, Ke Yi","2019","https://papers.nips.cc/paper_files/paper/2019/file/5b970a1d9be0fd100063fd6cd688b73e-Paper.pdf"
